"Date","Reference","Category","Outcome","Type","Priority","Status","Score","Venue","Reported By","Assigned To","Severity","Area","Teams"
"26/06/2024 12:39","AA001336","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"02/01/2024 12:50","SEC001335","Security & Crime","Suspicious Activity","Hostile Reconnaissance","High","New (Reported/Submitted)","-","-","Sumith Joshi","Sumith Joshi","Moderate","-","-"
"25/06/2024 12:38","SEC001334","Security & Crime","Violence","Assault","High","New (Reported/Submitted)","-","Chinquapin Road","Sumith Joshi","-","Major","-","-"
"25/06/2024 12:35","SEC001333","Security & Crime","Violence","Assault","High","New (Reported/Submitted)","-","Antharagange Main Road","Sumith Joshi","Sumith Joshi","Major","-","-"
"25/06/2024 12:34","AA001332","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Aditya Sahay","Aditya Sahay","-","Major","-","-"
"25/06/2024 12:23","DOB001331","Daily Occurrence Book","Daily Occurrence Book","DOB Entry","-","DOB Entry","-","Automated Name 06_09-23-43","Satish Kumar","-","-","-","-"
"25/06/2024 12:06","DOB001330","Daily Occurrence Book","Daily Occurrence Book","DOB Entry","-","DOB Entry","-","jayam mata di","Sai Kumar","-","-","-","-"
"25/06/2024 12:00","SEC001329","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"25/06/2024 11:57","SEC001328","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"25/06/2024 11:55","SEC001327","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"25/06/2024 11:38","SEC001326","Security & Crime","Violence","Verbal Abuse","High","Emergency Services (Reported to)","-","Automated Name 06_09-23-43","Satish Kumar","-","Minor","-","-"
"25/06/2024 11:31","SEC001325","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","Satish Kumar","Moderate","-","-"
"25/06/2024 12:28","SEC001324","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"25/06/2024 11:26","SEC001323","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"25/06/2024 12:23","SEC001322","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"25/06/2024 11:21","SEC001321","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"25/06/2024 11:20","SEC001320","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"25/06/2024 11:18","SEC001319","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"25/06/2024 11:17","AA001318","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"25/06/2024 11:15","AA001317","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"25/06/2024 10:18","DOB001316","Daily Occurrence Book","Daily Occurrence Book","DOB Entry","-","DOB Entry","-","Automated Name 06_09-23-43","Satish Kumar","-","-","-","-"
"24/06/2024 21:39","DOB001315","Daily Occurrence Book","Daily Occurrence Book","DOB Entry","-","DOB Entry","-","Lower Agaram Road","Satish Kumar","-","-","-","-"
"24/06/2024 12:55","DOB001314","Daily Occurrence Book","Daily Occurrence Book","DOB Entry","-","DOB Entry","-","Saint Mark's Road","Satish Kumar","-","-","-","-"
"24/06/2024 11:18","SEC001312","Security & Crime","Civil Unrest","Building Occupation","Emergency","New (Reported/Submitted)","-","31st Main Road","Sai Kumar","-","Major","-","-"
"24/06/2024 11:03","SEC001311","Security & Crime","Violence","Assault","High","New (Reported/Submitted)","-","my location","Sai Kumar","-","Major","-","-"
"21/06/2024 21:37","DOB001310","Daily Occurrence Book","Daily Occurrence Book","DOB Entry","-","DOB Entry","-","My home","Sai Kumar","-","-","-","-"
"21/06/2024 16:28","SEC001309","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","Aditya Sahay","Moderate","-","-"
"21/06/2024 16:25","DOB001308","Daily Occurrence Book","Daily Occurrence Book","DOB Entry","-","DOB Entry","-","Automated Name 06_09-23-43","Satish Kumar","-","-","-","-"
"21/06/2024 16:15","DOB001307","Daily Occurrence Book","Daily Occurrence Book","DOB Entry","-","DOB Entry","-","Automated Name 06_09-23-43","Satish Kumar","-","-","-","-"
"21/06/2024 15:15","DOB001306","Daily Occurrence Book","Daily Occurrence Book","DOB Entry","-","DOB Entry","-","my","Sai Kumar","-","-","-","-"
"21/06/2024 13:05","SEC001305","Security & Crime","Violence","Verbal Abuse","Low","Emergency Services (Reported to)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/06/2024 13:01","SEC001304","Security & Crime","Violence","Verbal Abuse","Medium","End","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/06/2024 12:59","SEC001303","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/06/2024 12:57","SEC001302","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/06/2024 12:42","SEC001301","Security & Crime","Violence","Verbal Abuse","Low","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Critical","-","-"
"21/06/2024 12:32","SEC001300","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","Satish Kumar","Moderate","-","-"
"21/06/2024 13:29","SEC001299","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/06/2024 12:27","SEC001298","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/06/2024 13:24","SEC001297","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/06/2024 12:22","SEC001296","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/06/2024 12:20","SEC001295","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/06/2024 12:19","SEC001294","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/06/2024 12:17","AA001293","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"21/06/2024 12:16","AA001292","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"21/06/2024 12:06","SEC001291","Security & Crime","Violence","Verbal Abuse","High","Management Review","-","Automated Name 06_09-23-43","Satish Kumar","Satish Kumar","Minor","-","-"
"21/06/2024 10:31","SEC001290","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"21/06/2024 11:28","SEC001289","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/06/2024 10:25","SEC001288","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/06/2024 11:23","SEC001287","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/06/2024 10:21","SEC001286","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/06/2024 10:19","SEC001285","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/06/2024 10:18","SEC001284","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/06/2024 10:16","SEC001283","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/06/2024 10:14","AA001282","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"21/06/2024 10:13","AA001281","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"19/06/2024 18:42","WF001280","Workforce","Colleague Support","Customer Query","Low","New (Reported/Submitted)","-","18, 19 Nandadeep apartments","Vaishakh Pai","-","Minor","-","-"
"19/06/2024 19:39","DOB001279","Daily Occurrence Book","Daily Occurrence Book","DOB Entry","-","DOB Entry","-","18, 19 Nandadeep apartments","Vaishakh Pai","-","-","-","-"
"13/06/2024 11:42","DOB001278","Daily Occurrence Book","Daily Occurrence Book","DOB Entry","-","DOB Entry","-","Automated Name 06_09-23-43","Satish Kumar","-","-","-","-"
"13/06/2024 11:26","SEC001277","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/06/2024 11:21","SEC001276","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","Satish Kumar","Moderate","-","-"
"13/06/2024 11:09","SEC001275","Security & Crime","Violence","Verbal Abuse","High","Under Investigation","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"13/06/2024 11:00","SEC001274","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/06/2024 11:57","SEC001273","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/06/2024 10:55","SEC001272","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/06/2024 10:54","SEC001271","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/06/2024 11:51","SEC001270","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/06/2024 10:49","SEC001269","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/06/2024 10:48","SEC001268","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/06/2024 10:46","SEC001267","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/06/2024 10:45","SEC001266","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/06/2024 10:44","AA001265","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"13/06/2024 10:43","AA001264","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"12/06/2024 15:07","EVA001263","Fire & Evacuations","Fire","Fire","Emergency","New (Reported/Submitted)","-","18, 19 Nandadeep apartments","Satish Kumar","-","Critical","-","-"
"12/06/2024 13:51","SEC001262","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"12/06/2024 13:49","SEC001261","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"12/06/2024 13:48","SEC001260","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"12/06/2024 13:47","SEC001259","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"12/06/2024 13:45","AA001258","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"12/06/2024 13:44","AA001257","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"12/06/2024 13:35","AA001256","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"11/06/2024 16:28","SEC001216","Security & Crime","Violence","Verbal Abuse","Low","Under Investigation","-","Automated Name 06_09-23-43","Satish Kumar","Satish Kumar","Major","-","-"
"11/06/2024 16:14","SEC001215","Security & Crime","Violence","Verbal Abuse","Emergency","Under Investigation","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"01/01/2020 16:03","SEC001214","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","Satish Kumar","Moderate","-","-"
"11/06/2024 16:01","SEC001213","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"11/06/2024 15:59","SEC001212","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"11/06/2024 15:57","SEC001211","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"11/06/2024 15:54","SEC001210","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"11/06/2024 15:53","SEC001209","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"11/06/2024 15:51","SEC001208","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"11/06/2024 15:50","SEC001207","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"11/06/2024 15:48","SEC001206","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"11/06/2024 15:47","AA001205","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
